iata_code,id_0,id_1,id_2,id_3,id_4,id_5
BNW,usa_244_gadm2-8,usa_244_16_gadm2-8,usa_244_16_796_gadm2-8,,,
BNX,bih_30_gadm2-8,bih_30_3_gadm2-8,bih_30_3_12_gadm2-8,bih_30_3_12_82_gadm2-8,,
BNY,slb_209_gadm2-8,slb_209_8_gadm2-8,slb_209_8_131_gadm2-8,,,
BNZ,png_175_gadm2-8,png_175_10_gadm2-8,png_175_10_44_gadm2-8,,,
BOA,cod_63_gadm2-8,cod_63_3_gadm2-8,cod_63_3_12_gadm2-8,cod_63_3_12_46_gadm2-8,,
BOB,pyf_81_gadm2-8,pyf_81_4_gadm2-8,,,,
BOC,pan_174_gadm2-8,pan_174_1_gadm2-8,pan_174_1_1_gadm2-8,pan_174_1_1_2_gadm2-8,,
BOD,fra_79_gadm2-8,fra_79_2_gadm2-8,fra_79_2_4_gadm2-8,fra_79_2_4_20_gadm2-8,fra_79_2_4_20_126_gadm2-8,fra_79_2_4_20_126_1551_gadm2-8
BOE,cog_185_gadm2-8,cog_185_4_gadm2-8,cog_185_4_11_gadm2-8,,,
BOF,usa_244_gadm2-8,usa_244_9_gadm2-8,usa_244_9_317_gadm2-8,,,
BOG,col_53_gadm2-8,col_53_14_gadm2-8,col_53_14_568_gadm2-8,,,
BOH,gbr_242_gadm2-8,gbr_242_1_gadm2-8,gbr_242_1_7_gadm2-8,,,
BOI,usa_244_gadm2-8,usa_244_13_gadm2-8,usa_244_13_549_gadm2-8,,,
BOJ,bgr_37_gadm2-8,bgr_37_2_gadm2-8,bgr_37_2_16_gadm2-8,,,
BOK,usa_244_gadm2-8,usa_244_38_gadm2-8,usa_244_38_2220_gadm2-8,,,
BOL,gbr_242_gadm2-8,gbr_242_2_gadm2-8,gbr_242_2_130_gadm2-8,,,
BOM,ind_105_gadm2-8,ind_105_20_gadm2-8,ind_105_20_358_gadm2-8,ind_105_20_358_1235_gadm2-8,,
BON,bes_29_gadm2-8,bes_29_1_gadm2-8,,,,
BOO,nor_169_gadm2-8,nor_169_10_gadm2-8,nor_169_10_224_gadm2-8,,,
BOP,caf_46_gadm2-8,caf_46_11_gadm2-8,caf_46_11_30_gadm2-8,,,
BOQ,png_175_gadm2-8,png_175_1_gadm2-8,png_175_1_3_gadm2-8,,,
BOR,fra_79_gadm2-8,fra_79_11_gadm2-8,fra_79_11_46_gadm2-8,fra_79_11_46_180_gadm2-8,fra_79_11_46_180_1731_gadm2-8,fra_79_11_46_180_1731_16818_gadm2-8
BOS,usa_244_gadm2-8,usa_244_22_gadm2-8,usa_244_22_1228_gadm2-8,,,
BOT,png_175_gadm2-8,png_175_22_gadm2-8,png_175_22_85_gadm2-8,,,
BOU,fra_79_gadm2-8,fra_79_8_gadm2-8,fra_79_8_31_gadm2-8,fra_79_8_31_132_gadm2-8,fra_79_8_31_132_1249_gadm2-8,fra_79_8_31_132_1249_10956_gadm2-8
BOV,png_175_gadm2-8,png_175_16_gadm2-8,png_175_16_67_gadm2-8,,,
BOW,usa_244_gadm2-8,usa_244_10_gadm2-8,usa_244_10_370_gadm2-8,,,
BOX,aus_15_gadm2-8,aus_15_6_gadm2-8,aus_15_6_327_gadm2-8,,,
BOY,bfa_38_gadm2-8,bfa_38_9_gadm2-8,bfa_38_9_28_gadm2-8,bfa_38_9_28_215_gadm2-8,,
BOZ,caf_46_gadm2-8,caf_46_14_gadm2-8,caf_46_14_41_gadm2-8,,,
BPA,usa_244_gadm2-8,usa_244_33_gadm2-8,usa_244_33_1861_gadm2-8,,,
BPB,png_175_gadm2-8,png_175_2_gadm2-8,png_175_2_6_gadm2-8,,,
BPC,cmr_41_gadm2-8,cmr_41_6_gadm2-8,cmr_41_6_34_gadm2-8,cmr_41_6_34_226_gadm2-8,,
BPD,png_175_gadm2-8,png_175_14_gadm2-8,png_175_14_56_gadm2-8,,,
BPE,chn_49_gadm2-8,chn_49_10_gadm2-8,chn_49_10_96_gadm2-8,chn_49_10_96_647_gadm2-8,,
BPF,slb_209_gadm2-8,slb_209_10_gadm2-8,slb_209_10_168_gadm2-8,,,
BPG,bra_33_gadm2-8,bra_33_12_gadm2-8,bra_33_12_1431_gadm2-8,bra_33_12_1431_2928_gadm2-8,,
BPH,phl_179_gadm2-8,phl_179_75_gadm2-8,phl_179_75_1516_gadm2-8,phl_179_75_1516_38847_gadm2-8,,
BPI,usa_244_gadm2-8,usa_244_51_gadm2-8,usa_244_51_3143_gadm2-8,,,
BPK,png_175_gadm2-8,png_175_22_gadm2-8,png_175_22_86_gadm2-8,,,
BPL,chn_49_gadm2-8,chn_49_28_gadm2-8,chn_49_28_299_gadm2-8,chn_49_28_299_2067_gadm2-8,,
BPM,ind_105_gadm2-8,ind_105_32_gadm2-8,ind_105_32_542_gadm2-8,ind_105_32_542_1969_gadm2-8,,
BPN,idn_106_gadm2-8,idn_106_16_gadm2-8,idn_106_16_223_gadm2-8,,,
BPO,chn_49_gadm2-8,chn_49_9_gadm2-8,chn_49_9_88_gadm2-8,chn_49_9_88_552_gadm2-8,,
BPR,gbr_242_gadm2-8,gbr_242_1_gadm2-8,gbr_242_1_85_gadm2-8,,,
BPS,bra_33_gadm2-8,bra_33_5_gadm2-8,bra_33_5_510_gadm2-8,bra_33_5_510_869_gadm2-8,,
BPT,usa_244_gadm2-8,usa_244_44_gadm2-8,usa_244_44_2650_gadm2-8,,,
BPU,jpn_114_gadm2-8,jpn_114_30_gadm2-8,jpn_114_30_1245_gadm2-8,,,
BPX,chn_49_gadm2-8,chn_49_29_gadm2-8,chn_49_29_311_gadm2-8,chn_49_29_311_2143_gadm2-8,,
BPY,mdg_134_gadm2-8,mdg_134_4_gadm2-8,mdg_134_4_14_gadm2-8,mdg_134_4_14_63_gadm2-8,mdg_134_4_14_63_861_gadm2-8,
BQA,phl_179_gadm2-8,phl_179_8_gadm2-8,phl_179_8_116_gadm2-8,phl_179_8_116_2635_gadm2-8,,
BQB,aus_15_gadm2-8,aus_15_11_gadm2-8,aus_15_11_1271_gadm2-8,,,
BQD,ita_112_gadm2-8,ita_112_2_gadm2-8,ita_112_2_7_gadm2-8,ita_112_2_7_357_gadm2-8,,
BQE,gnb_96_gadm2-8,gnb_96_4_gadm2-8,gnb_96_4_12_gadm2-8,,,
BQG,rus_188_gadm2-8,rus_188_28_gadm2-8,rus_188_28_706_gadm2-8,rus_188_28_706_706_gadm2-8,,
BQH,gbr_242_gadm2-8,gbr_242_1_gadm2-8,gbr_242_1_11_gadm2-8,,,
BQI,nam_155_gadm2-8,nam_155_4_gadm2-8,nam_155_4_24_gadm2-8,,,
BQJ,rus_188_gadm2-8,rus_188_61_gadm2-8,rus_188_61_1750_gadm2-8,rus_188_61_1750_1867_gadm2-8,,
BQK,usa_244_gadm2-8,usa_244_11_gadm2-8,usa_244_11_447_gadm2-8,,,
BQL,aus_15_gadm2-8,aus_15_7_gadm2-8,aus_15_7_453_gadm2-8,,,
BQN,pri_183_gadm2-8,pri_183_4_gadm2-8,,,,
BQO,civ_57_gadm2-8,civ_57_14_gadm2-8,civ_57_14_32_gadm2-8,civ_57_14_32_105_gadm2-8,civ_57_14_32_105_181_gadm2-8,
BQQ,bra_33_gadm2-8,bra_33_5_gadm2-8,bra_33_5_238_gadm2-8,bra_33_5_238_329_gadm2-8,,
BQS,rus_188_gadm2-8,rus_188_3_gadm2-8,rus_188_3_81_gadm2-8,rus_188_3_81_81_gadm2-8,,
BQT,blr_22_gadm2-8,blr_22_1_gadm2-8,blr_22_1_3_gadm2-8,,,
BQU,vct_196_gadm2-8,vct_196_2_gadm2-8,,,,
BQV,,,,,,
BQW,aus_15_gadm2-8,aus_15_11_gadm2-8,aus_15_11_1310_gadm2-8,,,
BQY,ita_112_gadm2-8,ita_112_6_gadm2-8,ita_112_6_23_gadm2-8,ita_112_6_23_1658_gadm2-8,,
BQZ,esp_215_gadm2-8,esp_215_11_gadm2-8,esp_215_11_38_gadm2-8,esp_215_11_38_287_gadm2-8,esp_215_11_38_287_6931_gadm2-8,
BRA,bra_33_gadm2-8,bra_33_5_gadm2-8,bra_33_5_239_gadm2-8,bra_33_5_239_332_gadm2-8,,
BRB,bra_33_gadm2-8,bra_33_10_gadm2-8,bra_33_10_1147_gadm2-8,bra_33_10_1147_2521_gadm2-8,,
BRC,arg_12_gadm2-8,arg_12_16_gadm2-8,arg_12_16_372_gadm2-8,,,
BRD,usa_244_gadm2-8,usa_244_24_gadm2-8,usa_244_24_1334_gadm2-8,,,
BRE,deu_86_gadm2-8,deu_86_5_gadm2-8,deu_86_5_161_gadm2-8,deu_86_5_161_2227_gadm2-8,deu_86_5_161_2227_3763_gadm2-8,
BRF,gbr_242_gadm2-8,gbr_242_1_gadm2-8,gbr_242_1_108_gadm2-8,,,
BRG,usa_244_gadm2-8,usa_244_18_gadm2-8,usa_244_18_1059_gadm2-8,,,
BRH,png_175_gadm2-8,png_175_11_gadm2-8,png_175_11_50_gadm2-8,,,
BRI,ita_112_gadm2-8,ita_112_2_gadm2-8,ita_112_2_5_gadm2-8,ita_112_2_5_310_gadm2-8,,
BRJ,aus_15_gadm2-8,aus_15_10_gadm2-8,aus_15_10_1048_gadm2-8,,,
BRK,aus_15_gadm2-8,aus_15_5_gadm2-8,aus_15_5_141_gadm2-8,,,
BRL,usa_244_gadm2-8,usa_244_16_gadm2-8,usa_244_16_817_gadm2-8,,,
BRM,ven_249_gadm2-8,ven_249_14_gadm2-8,ven_249_14_150_gadm2-8,,,
BRN,che_223_gadm2-8,che_223_6_gadm2-8,che_223_6_43_gadm2-8,che_223_6_43_649_gadm2-8,,
BRO,usa_244_gadm2-8,usa_244_44_gadm2-8,usa_244_44_2558_gadm2-8,,,
BRP,png_175_gadm2-8,png_175_8_gadm2-8,png_175_8_37_gadm2-8,,,
BRQ,cze_62_gadm2-8,cze_62_3_gadm2-8,cze_62_3_18_gadm2-8,,,
BRR,gbr_242_gadm2-8,gbr_242_3_gadm2-8,gbr_242_3_151_gadm2-8,,,
BRS,gbr_242_gadm2-8,gbr_242_1_gadm2-8,gbr_242_1_10_gadm2-8,,,
BRT,aus_15_gadm2-8,aus_15_6_gadm2-8,aus_15_6_393_gadm2-8,,,
BRU,bel_23_gadm2-8,bel_23_1_gadm2-8,bel_23_1_1_gadm2-8,bel_23_1_1_1_gadm2-8,bel_23_1_1_1_2_gadm2-8,
BRV,deu_86_gadm2-8,deu_86_5_gadm2-8,deu_86_5_162_gadm2-8,deu_86_5_162_2228_gadm2-8,deu_86_5_162_2228_3764_gadm2-8,
BRW,usa_244_gadm2-8,usa_244_2_gadm2-8,usa_244_2_84_gadm2-8,,,
BRX,dom_66_gadm2-8,dom_66_3_gadm2-8,dom_66_3_19_gadm2-8,,,
BRY,usa_244_gadm2-8,usa_244_18_gadm2-8,usa_244_18_1082_gadm2-8,,,
BRZ,ita_112_gadm2-8,ita_112_10_gadm2-8,ita_112_10_46_gadm2-8,ita_112_10_46_3099_gadm2-8,,
BSA,som_210_gadm2-8,som_210_4_gadm2-8,som_210_4_12_gadm2-8,,,
BSB,bra_33_gadm2-8,bra_33_7_gadm2-8,bra_33_7_800_gadm2-8,bra_33_7_800_1858_gadm2-8,,
BSC,col_53_gadm2-8,col_53_13_gadm2-8,col_53_13_472_gadm2-8,,,
BSD,chn_49_gadm2-8,chn_49_30_gadm2-8,chn_49_30_318_gadm2-8,chn_49_30_318_2208_gadm2-8,,
BSE,mys_136_gadm2-8,mys_136_14_gadm2-8,mys_136_14_112_gadm2-8,,,
BSF,usa_244_gadm2-8,usa_244_12_gadm2-8,usa_244_12_544_gadm2-8,,,
BSG,gnq_71_gadm2-8,gnq_71_6_gadm2-8,gnq_71_6_19_gadm2-8,,,
BSH,gbr_242_gadm2-8,gbr_242_1_gadm2-8,gbr_242_1_9_gadm2-8,,,
BSI,usa_244_gadm2-8,usa_244_39_gadm2-8,usa_244_39_2280_gadm2-8,,,
BSJ,aus_15_gadm2-8,aus_15_10_gadm2-8,aus_15_10_1095_gadm2-8,,,
BSK,dza_5_gadm2-8,dza_5_9_gadm2-8,dza_5_9_264_gadm2-8,,,
BSL,fra_79_gadm2-8,fra_79_1_gadm2-8,fra_79_1_2_gadm2-8,fra_79_1_2_11_gadm2-8,fra_79_1_2_11_51_gadm2-8,fra_79_1_2_11_51_771_gadm2-8
BSM,irn_107_gadm2-8,irn_107_20_gadm2-8,irn_107_20_188_gadm2-8,,,
BSN,caf_46_gadm2-8,caf_46_15_gadm2-8,caf_46_15_44_gadm2-8,,,
BSO,phl_179_gadm2-8,phl_179_11_gadm2-8,phl_179_11_147_gadm2-8,phl_179_11_147_3280_gadm2-8,,
BSP,png_175_gadm2-8,png_175_22_gadm2-8,png_175_22_87_gadm2-8,,,
BSQ,usa_244_gadm2-8,usa_244_3_gadm2-8,usa_244_3_95_gadm2-8,,,
BSR,irq_108_gadm2-8,irq_108_2_gadm2-8,irq_108_2_15_gadm2-8,,,
BSS,bra_33_gadm2-8,bra_33_10_gadm2-8,bra_33_10_1144_gadm2-8,bra_33_10_1144_2517_gadm2-8,,
BST,afg_1_gadm2-8,afg_1_11_gadm2-8,afg_1_11_105_gadm2-8,,,
BSU,cod_63_gadm2-8,cod_63_1_gadm2-8,cod_63_1_1_gadm2-8,cod_63_1_1_1_gadm2-8,,
BSV,mdg_134_gadm2-8,mdg_134_4_gadm2-8,mdg_134_4_13_gadm2-8,mdg_134_4_13_56_gadm2-8,mdg_134_4_13_56_823_gadm2-8,
BSW,,,,,,
BSX,mmr_154_gadm2-8,mmr_154_1_gadm2-8,mmr_154_1_1_gadm2-8,mmr_154_1_1_1_gadm2-8,,
BSY,som_210_gadm2-8,som_210_7_gadm2-8,som_210_7_26_gadm2-8,,,
BSZ,usa_244_gadm2-8,usa_244_2_gadm2-8,usa_244_2_81_gadm2-8,,,
BTA,cmr_41_gadm2-8,cmr_41_3_gadm2-8,cmr_41_3_19_gadm2-8,cmr_41_3_19_117_gadm2-8,,
BTB,cog_185_gadm2-8,cog_185_7_gadm2-8,cog_185_7_25_gadm2-8,,,
BTC,lka_217_gadm2-8,lka_217_4_gadm2-8,lka_217_4_58_gadm2-8,,,
BTD,aus_15_gadm2-8,aus_15_6_gadm2-8,aus_15_6_385_gadm2-8,,,
BTE,sle_204_gadm2-8,sle_204_3_gadm2-8,sle_204_3_10_gadm2-8,sle_204_3_10_115_gadm2-8,,
BTF,usa_244_gadm2-8,usa_244_45_gadm2-8,usa_244_45_2787_gadm2-8,,,
BTG,caf_46_gadm2-8,caf_46_15_gadm2-8,caf_46_15_43_gadm2-8,,,
BTH,idn_106_gadm2-8,idn_106_18_gadm2-8,idn_106_18_236_gadm2-8,,,
BTI,,,,,,
BTJ,idn_106_gadm2-8,idn_106_1_gadm2-8,idn_106_1_12_gadm2-8,,,
BTK,rus_188_gadm2-8,rus_188_18_gadm2-8,rus_188_18_465_gadm2-8,rus_188_18_465_465_gadm2-8,,
BTL,usa_244_gadm2-8,usa_244_23_gadm2-8,usa_244_23_1242_gadm2-8,,,
BTM,usa_244_gadm2-8,usa_244_27_gadm2-8,usa_244_27_1647_gadm2-8,,,
BTN,usa_244_gadm2-8,usa_244_41_gadm2-8,usa_244_41_2354_gadm2-8,,,
BTO,sur_219_gadm2-8,sur_219_9_gadm2-8,sur_219_9_50_gadm2-8,,,
BTP,usa_244_gadm2-8,usa_244_39_gadm2-8,usa_244_39_2258_gadm2-8,,,
BTQ,rwa_189_gadm2-8,rwa_189_2_gadm2-8,rwa_189_2_7_gadm2-8,rwa_189_2_7_111_gadm2-8,rwa_189_2_7_111_517_gadm2-8,rwa_189_2_7_111_517_3571_gadm2-8
BTR,usa_244_gadm2-8,usa_244_19_gadm2-8,usa_244_19_1129_gadm2-8,,,
BTS,svk_207_gadm2-8,svk_207_3_gadm2-8,svk_207_3_27_gadm2-8,,,
BTT,usa_244_gadm2-8,usa_244_2_gadm2-8,usa_244_2_93_gadm2-8,,,
BTU,mys_136_gadm2-8,mys_136_14_gadm2-8,mys_136_14_102_gadm2-8,,,
BTV,usa_244_gadm2-8,usa_244_46_gadm2-8,usa_244_46_2814_gadm2-8,,,
BTW,idn_106_gadm2-8,idn_106_14_gadm2-8,idn_106_14_206_gadm2-8,,,
BTX,aus_15_gadm2-8,aus_15_7_gadm2-8,aus_15_7_553_gadm2-8,,,
BTY,usa_244_gadm2-8,usa_244_29_gadm2-8,usa_244_29_1762_gadm2-8,,,
BTZ,tur_235_gadm2-8,tur_235_24_gadm2-8,tur_235_24_257_gadm2-8,,,
BUA,png_175_gadm2-8,png_175_1_gadm2-8,png_175_1_2_gadm2-8,,,
BUB,usa_244_gadm2-8,usa_244_28_gadm2-8,usa_244_28_1692_gadm2-8,,,
BUC,aus_15_gadm2-8,aus_15_7_gadm2-8,aus_15_7_473_gadm2-8,,,
BUD,hun_103_gadm2-8,hun_103_5_gadm2-8,hun_103_5_43_gadm2-8,,,
BUE,arg_12_gadm2-8,arg_12_6_gadm2-8,arg_12_6_210_gadm2-8,,,
BUF,usa_244_gadm2-8,usa_244_33_gadm2-8,usa_244_33_1845_gadm2-8,,,
BUG,ago_8_gadm2-8,ago_8_2_gadm2-8,ago_8_2_8_gadm2-8,ago_8_2_8_31_gadm2-8,,
BUH,rou_187_gadm2-8,rou_187_10_gadm2-8,rou_187_10_656_gadm2-8,,,
BUI,idn_106_gadm2-8,idn_106_24_gadm2-8,idn_106_24_309_gadm2-8,,,
BUJ,dza_5_gadm2-8,dza_5_47_gadm2-8,dza_5_47_1451_gadm2-8,,,
BUK,yem_254_gadm2-8,yem_254_10_gadm2-8,yem_254_10_119_gadm2-8,,,
BUL,png_175_gadm2-8,png_175_14_gadm2-8,png_175_14_56_gadm2-8,,,
BUM,usa_244_gadm2-8,usa_244_26_gadm2-8,usa_244_26_1493_gadm2-8,,,
BUN,col_53_gadm2-8,col_53_30_gadm2-8,col_53_30_1017_gadm2-8,,,
BUO,som_210_gadm2-8,som_210_17_gadm2-8,som_210_17_68_gadm2-8,,,
BUP,ind_105_gadm2-8,ind_105_28_gadm2-8,ind_105_28_452_gadm2-8,ind_105_28_452_1535_gadm2-8,,
BUQ,zwe_256_gadm2-8,zwe_256_1_gadm2-8,zwe_256_1_1_gadm2-8,,,
BUR,usa_244_gadm2-8,usa_244_5_gadm2-8,usa_244_5_202_gadm2-8,,,
BUS,geo_85_gadm2-8,geo_85_2_gadm2-8,geo_85_2_7_gadm2-8,,,
BUT,gbr_242_gadm2-8,gbr_242_1_gadm2-8,gbr_242_1_104_gadm2-8,,,
BUU,civ_57_gadm2-8,civ_57_2_gadm2-8,civ_57_2_3_gadm2-8,civ_57_2_3_4_gadm2-8,civ_57_2_3_4_7_gadm2-8,
BUV,ury_245_gadm2-8,ury_245_1_gadm2-8,ury_245_1_3_gadm2-8,,,
BUW,idn_106_gadm2-8,idn_106_29_gadm2-8,idn_106_29_362_gadm2-8,,,
BUX,cod_63_gadm2-8,cod_63_9_gadm2-8,cod_63_9_36_gadm2-8,cod_63_9_36_140_gadm2-8,,
BUY,aus_15_gadm2-8,aus_15_11_gadm2-8,aus_15_11_1270_gadm2-8,,,
BUZ,irn_107_gadm2-8,irn_107_3_gadm2-8,irn_107_3_13_gadm2-8,,,
BVA,fra_79_gadm2-8,fra_79_19_gadm2-8,fra_79_19_77_gadm2-8,fra_79_19_77_285_gadm2-8,fra_79_19_77_285_2962_gadm2-8,fra_79_19_77_285_2962_30014_gadm2-8
BVB,bra_33_gadm2-8,bra_33_23_gadm2-8,bra_33_23_4343_gadm2-8,bra_33_23_4343_8485_gadm2-8,,
BVC,cpv_43_gadm2-8,cpv_43_1_gadm2-8,,,,
BVD,usa_244_gadm2-8,usa_244_2_gadm2-8,usa_244_2_93_gadm2-8,,,
BVE,fra_79_gadm2-8,fra_79_14_gadm2-8,fra_79_14_54_gadm2-8,fra_79_14_54_201_gadm2-8,fra_79_14_54_201_2014_gadm2-8,fra_79_14_54_201_2014_19876_gadm2-8
BVF,fji_77_gadm2-8,fji_77_3_gadm2-8,fji_77_3_9_gadm2-8,,,
BVG,nor_169_gadm2-8,nor_169_5_gadm2-8,nor_169_5_82_gadm2-8,,,
BVH,bra_33_gadm2-8,bra_33_22_gadm2-8,bra_33_22_4340_gadm2-8,bra_33_22_4340_8482_gadm2-8,,
BVI,aus_15_gadm2-8,aus_15_7_gadm2-8,aus_15_7_553_gadm2-8,,,
BVK,bol_28_gadm2-8,bol_28_3_gadm2-8,bol_28_3_30_gadm2-8,bol_28_3_30_87_gadm2-8,,
BVL,bol_28_gadm2-8,bol_28_3_gadm2-8,bol_28_3_30_gadm2-8,bol_28_3_30_86_gadm2-8,,
BVM,bra_33_gadm2-8,bra_33_5_gadm2-8,bra_33_5_242_gadm2-8,bra_33_5_242_338_gadm2-8,,
BVN,chn_49_gadm2-8,chn_49_10_gadm2-8,chn_49_10_90_gadm2-8,chn_49_10_90_560_gadm2-8,,
BVO,usa_244_gadm2-8,usa_244_37_gadm2-8,usa_244_37_2209_gadm2-8,,,
BVP,png_175_gadm2-8,png_175_22_gadm2-8,png_175_22_86_gadm2-8,,,
BVQ,chn_49_gadm2-8,chn_49_10_gadm2-8,chn_49_10_90_gadm2-8,chn_49_10_90_560_gadm2-8,,
BVR,cpv_43_gadm2-8,cpv_43_2_gadm2-8,,,,
BVS,bra_33_gadm2-8,bra_33_14_gadm2-8,bra_33_14_2424_gadm2-8,bra_33_14_2424_4812_gadm2-8,,
BVU,usa_244_gadm2-8,usa_244_2_gadm2-8,usa_244_2_78_gadm2-8,,,
BVV,rus_188_gadm2-8,rus_188_60_gadm2-8,rus_188_60_1703_gadm2-8,rus_188_60_1703_1820_gadm2-8,,
BVW,,,,,,
BVX,usa_244_gadm2-8,usa_244_4_gadm2-8,usa_244_4_140_gadm2-8,,,
BVY,usa_244_gadm2-8,usa_244_22_gadm2-8,usa_244_22_1220_gadm2-8,,,
BVZ,aus_15_gadm2-8,aus_15_11_gadm2-8,aus_15_11_1294_gadm2-8,,,
BWA,npl_157_gadm2-8,npl_157_5_gadm2-8,npl_157_5_14_gadm2-8,npl_157_5_14_75_gadm2-8,npl_157_5_14_75_3974_gadm2-8,
BWB,aus_15_gadm2-8,aus_15_11_gadm2-8,aus_15_11_1257_gadm2-8,,,
BWC,usa_244_gadm2-8,usa_244_5_gadm2-8,usa_244_5_196_gadm2-8,,,
BWD,usa_244_gadm2-8,usa_244_44_gadm2-8,usa_244_44_2552_gadm2-8,,,
BWE,deu_86_gadm2-8,deu_86_9_gadm2-8,deu_86_9_200_gadm2-8,deu_86_9_200_2798_gadm2-8,deu_86_9_200_2798_4982_gadm2-8,
BWF,gbr_242_gadm2-8,gbr_242_1_gadm2-8,gbr_242_1_18_gadm2-8,,,
BWG,usa_244_gadm2-8,usa_244_18_gadm2-8,usa_244_18_1106_gadm2-8,,,
BWH,mys_136_gadm2-8,mys_136_11_gadm2-8,mys_136_11_70_gadm2-8,,,
BWI,usa_244_gadm2-8,usa_244_21_gadm2-8,usa_244_21_1195_gadm2-8,,,
BWJ,png_175_gadm2-8,png_175_14_gadm2-8,png_175_14_63_gadm2-8,,,
BWK,hrv_58_gadm2-8,hrv_58_16_gadm2-8,hrv_58_16_407_gadm2-8,,,
BWL,usa_244_gadm2-8,usa_244_37_gadm2-8,usa_244_37_2171_gadm2-8,,,
BWM,usa_244_gadm2-8,usa_244_35_gadm2-8,usa_244_35_1999_gadm2-8,,,
BWN,brn_36_gadm2-8,brn_36_2_gadm2-8,brn_36_2_9_gadm2-8,,,
BWO,rus_188_gadm2-8,rus_188_63_gadm2-8,rus_188_63_1794_gadm2-8,rus_188_63_1794_1911_gadm2-8,,
BWP,png_175_gadm2-8,png_175_18_gadm2-8,png_175_18_73_gadm2-8,,,
BWQ,aus_15_gadm2-8,aus_15_5_gadm2-8,aus_15_5_142_gadm2-8,,,
BWS,usa_244_gadm2-8,usa_244_48_gadm2-8,usa_244_48_2994_gadm2-8,,,
BWT,aus_15_gadm2-8,aus_15_9_gadm2-8,aus_15_9_1011_gadm2-8,,,
BWU,aus_15_gadm2-8,aus_15_5_gadm2-8,aus_15_5_121_gadm2-8,,,
BWW,cub_59_gadm2-8,cub_59_16_gadm2-8,cub_59_16_156_gadm2-8,,,
BWX,idn_106_gadm2-8,idn_106_12_gadm2-8,idn_106_12_145_gadm2-8,,,
BWY,gbr_242_gadm2-8,gbr_242_1_gadm2-8,gbr_242_1_93_gadm2-8,,,
BXA,usa_244_gadm2-8,usa_244_19_gadm2-8,usa_244_19_1171_gadm2-8,,,
BXB,idn_106_gadm2-8,idn_106_7_gadm2-8,idn_106_7_65_gadm2-8,,,
BXC,usa_244_gadm2-8,usa_244_22_gadm2-8,usa_244_22_1224_gadm2-8,,,
BXD,idn_106_gadm2-8,idn_106_24_gadm2-8,idn_106_24_301_gadm2-8,,,
BXE,sen_201_gadm2-8,sen_201_12_gadm2-8,sen_201_12_36_gadm2-8,sen_201_12_36_93_gadm2-8,sen_201_12_36_93_344_gadm2-8,
BXF,aus_15_gadm2-8,aus_15_11_gadm2-8,aus_15_11_1310_gadm2-8,,,
BXG,aus_15_gadm2-8,aus_15_10_gadm2-8,aus_15_10_1113_gadm2-8,,,
BXH,kaz_117_gadm2-8,kaz_117_9_gadm2-8,kaz_117_9_104_gadm2-8,,,
BXI,civ_57_gadm2-8,civ_57_10_gadm2-8,civ_57_10_23_gadm2-8,civ_57_10_23_77_gadm2-8,civ_57_10_23_77_115_gadm2-8,
BXJ,kaz_117_gadm2-8,kaz_117_9_gadm2-8,kaz_117_9_104_gadm2-8,,,
BXK,usa_244_gadm2-8,usa_244_3_gadm2-8,usa_244_3_101_gadm2-8,,,
BXL,fji_77_gadm2-8,fji_77_5_gadm2-8,fji_77_5_13_gadm2-8,,,
BXM,idn_106_gadm2-8,idn_106_24_gadm2-8,idn_106_24_307_gadm2-8,,,
BXN,tur_235_gadm2-8,tur_235_59_gadm2-8,tur_235_59_690_gadm2-8,,,
BXO,che_223_gadm2-8,che_223_14_gadm2-8,che_223_14_82_gadm2-8,che_223_14_82_1445_gadm2-8,,
BXP,pol_181_gadm2-8,pol_181_7_gadm2-8,pol_181_7_151_gadm2-8,,,
BXR,irn_107_gadm2-8,irn_107_13_gadm2-8,irn_107_13_119_gadm2-8,,,
BXS,usa_244_gadm2-8,usa_244_5_gadm2-8,usa_244_5_220_gadm2-8,,,
BXT,idn_106_gadm2-8,idn_106_16_gadm2-8,idn_106_16_225_gadm2-8,,,
BXU,phl_179_gadm2-8,phl_179_2_gadm2-8,phl_179_2_29_gadm2-8,phl_179_2_29_414_gadm2-8,,
BXV,,,,,,
BXW,idn_106_gadm2-8,idn_106_12_gadm2-8,idn_106_12_151_gadm2-8,,,
BXX,som_210_gadm2-8,som_210_1_gadm2-8,som_210_1_2_gadm2-8,,,
BXZ,png_175_gadm2-8,png_175_14_gadm2-8,png_175_14_64_gadm2-8,,,
BYA,usa_244_gadm2-8,usa_244_2_gadm2-8,usa_244_2_89_gadm2-8,,,
BYB,are_241_gadm2-8,are_241_4_gadm2-8,,,,
BYC,arg_12_gadm2-8,arg_12_17_gadm2-8,arg_12_17_389_gadm2-8,,,
BYD,yem_254_gadm2-8,yem_254_20_gadm2-8,yem_254_20_303_gadm2-8,,,
BYF,fra_79_gadm2-8,fra_79_19_gadm2-8,fra_79_19_78_gadm2-8,fra_79_19_78_292_gadm2-8,fra_79_19_78_292_3032_gadm2-8,fra_79_19_78_292_3032_31115_gadm2-8
BYG,usa_244_gadm2-8,usa_244_51_gadm2-8,usa_244_51_3135_gadm2-8,,,
BYH,usa_244_gadm2-8,usa_244_4_gadm2-8,usa_244_4_155_gadm2-8,,,
